English Word,Arabic Translation (Google Translate),Basque Translation (Google Translate),Bengali Translation (Google Translate),Catalan Translation (Google Translate),Chinese (simplified) Translation (Google Translate),Chinese (traditional) Translation (Google Translate),Dutch Translation (Google Translate),Finnish Translation (Google Translate),French Translation (Google Translate),German Translation (Google Translate),Hindi Translation (Google Translate),Italian Translation (Google Translate),Japanese Translation (Google Translate),Marathi Translation (Google Translate),Persian Translation (Google Translate),Portuguese Translation (Google Translate),Romanian Translation (Google Translate),Russian Translation (Google Translate),Spanish Translation (Google Translate),Tamil Translation (Google Translate),Telugu Translation (Google Translate),Urdu Translation (Google Translate),Positive,Negative,Anger,Anticipation,Disgust,Fear,Joy,Sadness,Surprise,Trust
unorthodox,غير تقليدي,,,,非正统的,,,,peu orthodoxe,,,,非正統的な,,غیر مومن,heterodoxo,,неортодоксальный,heterodoxo,,,,0,0,0,0,0,0,0,0,0,0
unpack,فضا,,,,解压,解壓,,,déballer,auspacken,,,アンパック,,باز کردن,desempacotar,,распаковывать,desempaquetar,,,,0,0,0,0,0,0,0,0,0,0
unpaid,غير مدفوع,,,,未付,未付,,,non rémunéré,unbezahlt,,,未払い,,,não remunerado,,неоплаченный,no pagado,,,,0,1,1,0,0,0,0,1,0,0
unpleasant,بغيض,,অপ্রীতিকর,,不愉快,不愉快,,,désagréable,,अप्रिय,,不愉快な,,ناخوشایند,desagradável,neplăcut,неприятный,desagradable,,,,0,1,0,0,1,0,0,1,0,0
unpopular,غير شعبي,,,,不得人心,,,,impopulaire,,,,人気がありません,,,impopular,,непопулярный,impopular,,,,0,1,0,0,1,0,0,1,0,0
unprecedented,لا مثيل له,,,,史无前例,史無前例,zonder precedent,,sans précédent,beispiellos,,,前例のありません,,بی سابقه,sem precedente,,беспрецедентный,sin precedentes,,,,0,0,0,0,0,0,0,0,1,0
unpredictable,لا يمكن التنبؤ به,,অনির্দেশ্য,,变幻莫测,變幻莫測,,,imprévisible,,,,予測できません,,غیرقابل پیش بینی,imprevisível,,непредсказуемый,imprevisible,,,,0,1,0,0,0,0,0,0,1,0
unprepared,غير مستعد,,,,措手不及,,,,au dépourvu,,,,準備ができていません,,,despreparado,,неподготовленный,desprevenido,,,,0,1,0,0,0,0,0,0,0,0
unpretentious,متواضع,,,,朴实无华,,,,sans prétention,,,,気取らない,,,despretensioso,,неприхотливый,no pretencioso,,,,1,0,0,0,0,0,0,0,0,0
unproductive,غير منتج,,অফলা,,非生产性,非生產性,,,improductif,unproduktiv,,,非生産的な,,عقیم,improdutivo,,непродуктивный,improductivo,,,,0,1,0,0,0,0,0,0,0,0
unprofitable,غير مريح,,,,无利可图,,,,peu rentable,,,,不採算の,,,não rentável,,убыточный,improductivo,,,,0,1,0,0,0,0,0,0,0,0
unprotected,بلا حماية,,,,无保护,,,,sans défense,,,,保護されていません,,,desprotegido,,незащищенный,desprotegido,,,,0,1,0,0,0,0,0,0,0,0
unproven,غير مثبتة,,,,未经证实,,,,non prouvée,,,,証明されていません,,,não comprovada,,недоказанный,no probada,,,,0,0,0,0,0,0,0,0,0,0
unpublished,غير منشورة,,,,未公布,未公佈,,,inédit,unveröffentlicht,अप्रकाशित,,未発表,अप्रकाशित,منتشر نشده,inédito,nepublicat,неопубликованный,inédito,,ప్రచురింపబడని,,0,1,0,1,0,0,0,1,0,0
unquestionable,لا يرقى إليه الشك,,,,不容置疑,,,,incontestable,unbestreitbar,,,疑う余地のありません,,,incontestável,,несомненный,incuestionable,,,,1,0,0,0,0,0,0,0,0,1
unquestionably,بلا جدال,,,,毫无疑问，,,,,incontestablement,,,,紛れもなく,,بدون شک,inquestionavelmente,,несомненно,incuestionablemente,,,,1,0,0,0,0,0,0,0,0,1
unquestioned,غير مفند,,,,不容置疑,,,,incontesté,,,,疑う余地のありません,,,incontestado,,неоспоримый,incontestable,,,,1,0,0,0,0,0,0,0,0,1
unread,غير مقروء,,,,未读,未讀,,,non lu,ungelesen,,,未読,,,não lido,,непрочитанный,no leído,,,,0,0,0,0,0,0,0,0,0,0
unreal,غير حقيقي,,,,虚幻,虛幻,,,irréel,,,,非現実的な,,,irreal,,нереальный,irreal,,,,0,0,0,0,0,0,0,0,0,0
unrealistic,غير واقعي,,,,不切实际,不切實際,,,irréaliste,,,,非現実的な,,غیر واقعی,irrealista,,нереальный,poco realista,,,,0,0,0,0,0,0,0,0,0,0
unrecorded,غير المسجلة,,,,未记录,,,,non enregistrée,,,,記録されていません,,,não gravado,,незафиксированный,no registrado,,,,0,0,0,0,0,0,0,0,0,0
unregistered,غير مسجل,,,,未注册,未註冊,,,non enregistrée,,,,未登録の,,,não registado,,незарегистрированный,no registrado,,,,0,0,0,0,0,0,0,0,0,0
unregulated,غير المنظم,,,,不受监管,,,,non réglementée,,,,規制されていません,,,não regulado,,нерегулируемый,no regulada,,,,0,0,0,0,0,0,0,0,0,0
unrelated,لا علاقة,,,,无关,,,,sans rapport,,,,無関係,,نامربوط,não relacionado,,несвязанный,no relacionado,,,,0,0,0,0,0,0,0,0,0,0
unrelenting,لا يلين,,,,无情,,,,implacable,,,,しつこいです,,,inflexível,,безжалостный,implacable,,,,0,0,0,0,0,0,0,0,0,0
unreliable,غير جدير بالثقة,,অবিশ্বস্ত,,靠不住,,,,douteux,,,,信頼できません,,,não confiável,nedemn de încredere,ненадежный,poco fiable,,,,0,1,0,0,0,0,0,0,0,1
unrepentant,غير تائب,,,,死不悔改,,,,impénitent,,,,悔い改めません,,,impenitente,,нераскаявшийся,impenitente,,,توبہ,0,0,0,0,0,0,0,0,0,0
unrequited,غير متبادل,,,,单相思,,,,non partagé,unerwidert,,,報われません,,,não correspondido,,без взаимности,no correspondido,,,,0,1,0,0,0,0,0,1,0,0
unresolved,دون حل,,,,未解决,,,ratkaisematon,non résolu,,,,未解決,,,irresoluto,,неразрешенный,irresoluto,,,,0,0,0,1,0,0,0,0,0,0
unrest,اضطراب,,,,动荡,動盪,,,troubles,,,agitazione,不安,,اضطراب,agitação,,беспорядки,disturbios,,,,0,0,0,0,0,1,0,1,0,0
unrestrained,غير مقيد,,,,自在,,,,effréné,uneingeschränkt,,,気ままな,,,não reprimido,,неограниченный,desenfrenado,,,,0,0,0,0,0,0,0,0,0,0
unrestricted,مطلق,,,,无限制,無限制,,,illimité,uneingeschränkt,,libero,無制限の,,,sem restrições,,неограниченный,irrestricto,,,,0,0,0,0,0,0,0,0,0,0
unruly,جامح,,,,不羁,不羈,,,indiscipliné,,,indisciplinato,手に負えない,,یاغی,indisciplinado,indisciplinat,непослушный,revoltoso,,,,0,1,1,0,1,1,0,0,0,0
unsafe,غير مأمون,,,,不安全,,,,dangereux,unsicher,,pericoloso,安全でありません,,,inseguro,nesigur,небезопасный,inseguro,,,,0,1,0,0,0,1,0,0,0,0
unsatisfactory,غير مرض,,,,差强人意,,,,peu satisfaisant,ungenügend,,,不満足な,,رضایتبخش,não satisfatório,,неудовлетворительный,insatisfactorio,,,,0,1,0,0,1,0,0,0,0,0
unsatisfied,غير مقنع,,,,不满意,,,,insatisfait,unzufrieden,,,満たされていません,,,insatisfeito,,неудовлетворенный,insatisfecho,,,,0,1,0,0,1,0,0,1,0,0
unsavory,بغيض,,,,难吃的,,,,louche,,,,芳しくありません,,,desagradável,,непривлекательный,desagradable,,,,0,1,0,0,0,0,0,0,0,0
unscathed,سالم,,,,毫发无损,毫髮無損,,,indemne,unversehrt,,,無傷の,,,ileso,nevătămat,невредимый,indemne,,,,1,0,0,0,0,0,0,0,0,0
unscientific,غير علمي,,,,不科学,,,,peu scientifique,,,,非科学的な,,,anticientífico,,ненаучный,no científico,,,,0,0,0,0,0,0,0,0,0,0
unscrupulous,عديم الضمير,,,,不择手段,不擇手段,,,sans scrupules,,,,無節操な,,بی پروا,sem escrúpulos,,недобросовестный,desaprensivo,,,,0,1,0,0,0,0,0,0,0,0
unseat,يخلع,,,,拉下马,,,,désarçonner,,,,退かせます,,,destituir,,сбрасывать,desbancar,,,,0,0,0,0,0,0,0,1,0,0
unseen,غير مرئي,,অদৃশ্য,,看不见,,,,invisible,,,,目に見えません,,نادیده,despercebidas,,невидимый,invisible,,,,0,0,0,0,0,0,0,0,0,0
unselfish,غير أناني,,,,无私,,,,généreux,,,altruista,無欲,,,desinteressado,,бескорыстный,altruista,,,,1,0,0,0,0,0,0,0,0,0
unsettled,غير مستقر,,,,憧,憧,,,incertain,unsicher,,incerto,未解決,,,incerto,,нерешенный,inestable,,,,0,1,1,0,1,1,0,0,0,0
unsightly,بشع,,,,不堪入目,不堪入目,,,disgracieux,unansehnlich,,,見苦しいです,,,sem graça,,неприглядный,feo,,,,0,1,0,0,1,0,0,0,0,0
unsophisticated,ساذج,,,,淳朴,,,,simple,,,,素朴な,,ساده دل,simples,,простой,no sofisticado,,,,0,1,0,0,0,0,0,0,0,0
unspeakable,لا يوصف,,,,无法形容,,,,indicible,,,,言葉では表せません,,,indizível,,невыразимый,indecible,,,,0,1,0,0,0,1,0,0,0,0
unspecified,غير محدد,,অসূচিত,,不明,不明,,,indéterminé,nicht spezifiziert,,,不特定,,,não especificado,,неопределенные,sin especificar,,,,0,0,0,0,0,0,0,0,0,0
unstable,غير مستقر,,,,不稳定,,,,instable,,,instabile,不安定な,,بی ثبات,instável,instabil,неустойчивый,inestable,,,,0,1,0,0,0,1,0,0,1,0
unsteady,متقلب,,,,不稳定,不穩定,,,instable,,,,不安定な,,لرزان,instável,,неустойчивый,inestable,,,,0,0,0,0,0,1,0,0,0,0
unsuccessful,غير ناجح,,,,不成功,,,,infructueux,erfolglos,,,不成功,,,sem êxito,nereușit,неудачный,infructuoso,,,,0,1,0,0,0,0,0,1,0,0
unsuitable,غير ملائم,,অনুপযুক্ত,,不当,,,,inadéquat,ungeeignet,,,不適切,,,impróprio,,неподходящий,inadecuado,,,,0,1,0,0,0,0,0,0,0,0
unsung,يتغنى,,অগীত,,幕后,幕後,,,méconnu,,,,歌われていません,,,não celebrado,,невоспетый,anónimo,,,,0,1,0,0,0,0,0,0,0,0
unsupported,غير معتمد,,,,不受支持,,,,non pris en charge,nicht unterstützt,,,支持されていません,,پشتیبانی نشده,sem suporte,,поддерживается,sin apoyo,,,,0,1,0,0,0,0,0,0,0,0
unsurpassed,غير متفوق,,,,卓绝,卓絕,,,non surpassé,,,,卓越した,,,sem igual,,непревзойденный,insuperado,,,,1,0,0,1,0,1,1,0,0,1
unsuspecting,المطمئنين,,,,信任的,,,,méfiance,,,,疑うことを知りません,,,confiante,,не подозревающий,desprevenida,,,,0,0,0,0,0,0,0,0,1,0
unsustainable,غير قابل للاستمرار,,,,不可持续的,不可持續的,,,insoutenable,,,,維持できません,,,insustentável,,неустойчивым,insostenible,,,,0,1,0,0,0,0,0,0,0,0
unsweetened,غير محلى,,,,不加糖,,,,non sucré,,,,甘くしていません,,,sem açúcar,,несладкий,sin azúcar,,,,0,0,0,0,0,0,0,0,0,0
unsympathetic,غير متعاطف,,,,绝情,絕情,,,antipathique,,,,疎ましいです,,,insensível,,несимпатичный,antipático,,,,0,1,1,0,0,0,0,0,0,0
untamed,الجامح,,,,骜,,,,sauvage,,,,自然のままの,,,não domesticado,,неукрощенный,salvaje,,,جنگلی,0,1,0,0,0,0,0,0,0,0
untenable,لا يمكن الدفاع عنها,,,,站不住脚,站不住腳,,,intenable,,,,支持できません,,,insustentável,,несостоятельный,insostenible,,,,0,1,0,0,0,0,0,0,0,0
untested,لم تختبر,,,,未经测试,,,,non testé,,,non testati,テストされていません,,,não testado,,непроверенной,no probado,,,,0,0,0,0,0,0,0,0,0,0
unthinkable,غير وارد,,,,不可想象,,,,impensable,,,impensabile,考えられません,,غیرقابل فکر,impensável,,немыслимый,inconcebible,,,,0,1,1,0,1,1,0,0,0,0
untidy,غير مرتب,,অপরিচ্ছন্ন,,蓬头垢面,,,,désordonné,unordentlich,लापरवाह,,だらしありません,,,desordenado,,неопрятный,desordenado,,,,0,1,0,0,1,0,0,0,0,0
untie,فك,,আলান,,解开,解開,,,délier,,,sciogliere,ほどきます,,,desatar,,развязывать,desatar,,,,1,1,0,0,0,0,1,0,0,0
untimely,غير ملائم,,,,过早的,過早的,ontijdig,,intempestif,vorzeitig,,,早過ぎます,,بی موقع,intempestivo,,несвоевременно,inoportuno,,,,0,1,0,0,0,0,0,0,0,0
untitled,بدون عنوان,,,,无标题,,,,sans titre,,,,無題,,,sem título,,Без названия,intitulado,,,,0,1,0,0,0,0,0,1,0,0
untold,لا يعد ولا يحصى,,,,无尽,,,,indicibles,,,,莫大な,,,incalculável,,бессчетный,incalculable,,,,0,1,0,1,0,0,0,0,0,0
untouched,يمسها,,,,不变,,,,intact,unberührt,,,手付かずの,,,intocado,neatins,нетронутый,sin tocar,,,,0,0,0,0,0,0,0,0,0,0
untoward,صعب المراس,,,,不幸,,,,fâcheux,ungünstig,,,厄介な,,,desagradável,,неблагоприятный,adverso,,,,0,1,1,0,1,0,0,0,0,0
untrained,غير مدرب,,,,未经培训,未經培訓,,,non formé,,,inesperto,訓練されていません,,,inexperiente,,неподготовленный,inexperto,,,,0,1,0,0,0,0,0,0,0,0
untranslated,غير مترجمة,,,,翻译,,,,non traduite,,,,翻訳されていません,,,não traduzida,,непереведенным,sin traducir,,,,0,0,0,0,0,0,0,0,0,0
untrue,غير صحيح,,,,不确实,,,,faux,,,,虚偽,,,falso,,неверный,falso,,,,0,1,0,0,0,0,0,0,0,0
untrustworthy,غير موثوق به,,,,靠不住,靠不住,,,indigne de confiance,,,,信用できません,,,desonesto,,ненадежный,indigno de confianza,,,,0,1,1,0,0,0,0,0,0,0
unused,غير المستخدمة,,অব্যবহৃত,,未使用,,ongebruikt,,inutilisé,,,non usato,未使用,,,não usado,,неиспользованный,no usado,,,,0,0,0,0,0,0,0,0,0,0
unusual,غير عادي,,,,异常,異常,,,inhabituel,ungewöhnlich,असामान्य,,珍しいです,असामान्य,غیر عادی,incomum,neobișnuit,необычный,insólito,,అసాధారణ,غیر معمولی,0,0,0,0,0,0,0,0,0,0
unusually,على غير العادة,,,,异常,,,,exceptionnellement,außergewöhnlich,,insolitamente,異常に,,غیر منتظره ای,incomumente,,необычно,extraordinariamente,,,,0,0,0,0,0,0,0,0,0,0
unveil,كشف النقاب,,,,揭幕,揭幕,,,dévoiler,,,,明らかにする,,,revelar,,открывать,develar,,,,0,0,0,0,0,0,0,0,0,0
unveiling,إزاحة الستار,,,,揭幕,,onthulling,,dévoilement,,,,除幕式,,,desvelamento,,Открытие,develación,,,,0,0,0,0,0,0,0,0,0,0
unverified,غير مثبت عليه,,,,未经证实,,,,non vérifié,,,,未証明の,,,não verificado,,непроверенный,sin verificar,,,,0,0,0,1,0,0,0,0,0,0
unwarranted,لا مبرر له,,,,莫须有,,,,injustifié,,,ingiustificato,保証されていません,,بی جا,injustificável,,необоснованный,injustificado,,,,0,1,0,0,0,0,0,0,0,0
unwary,غافل,,,,粗心,粗心,,,imprudent,,,,不用心な,,,incauto,,неосторожный,incauto,,,,0,0,0,0,0,0,0,0,0,0
unwashed,غير مغسولة,,,,未洗,,,,non lavés,ungewaschen,,,洗っていません,,,sujo,,немытый,no lavado,,,,0,1,0,0,1,0,0,0,0,0
unwavering,غير متموج,,,,坚定不移,堅定不移,,,inébranlable,,,,動揺しません,,تزلزل ناپذیر,firme,neclintit,недрогнувший,inquebrantable,,,,1,0,0,0,0,0,0,0,0,1
unwelcome,غير مرغوب فيه,,,,不受欢迎,,,,importun,,,,歓迎されません,,ناخواسته,indesejável,,нежеланный,molesto,,,,0,1,0,0,0,0,0,1,0,0
unwell,مريض,,,,不适,,,,indisposé,unwohl,,,気分が優れません,,,indisposto,,нездоровый,indispuesto,,,,0,1,0,0,0,0,0,1,0,0
unwilling,غير راغبة,,,,不甘,不甘,,,réticent,unwillig,,,不本意,,بی میل,relutante,,желает,reacio,,,,0,0,0,0,0,0,0,0,0,0
unwillingly,كرها,,,,不情愿,,,,contre son gré,,,,しぶしぶ,,,de má vontade,,неохотно,a regañadientes,,,,0,0,0,0,0,0,0,0,0,0
unwillingness,عدم رغبة,,,,不愿意,,,,réticence,,,,不本意,,,falta de vontade,,нежелание,renuencia,,,,0,1,0,0,0,0,0,0,0,0
unwind,فك,,,,放松,放鬆,afwikkelen,,se détendre,abschalten,,rilassarsi,くつろぎます,,باز کردن از پیچ,desenrolar,,отдохнуть,relajarse,,,unwind کے,0,0,0,0,0,0,0,0,0,0
unwise,غير حكيم,,,,不智,,,,imprudent,,,,愚かな,,غیر عاقلانه,imprudente,imprudent,неразумный,imprudente,,,,0,1,0,0,0,0,0,0,0,0
unwitting,غير مقصود,,,,不知情,不知情,,,involontaire,,,,知りません,,بی خبر,involuntário,,невольный,involuntario,,,,0,1,0,0,0,0,0,0,0,0
unwittingly,عن غير قصد,,,,不知不觉,,,,involontairement,,,,無意識に,,ناخواسته,involuntariamente,,невольно,involuntariamente,,,,0,0,0,0,0,0,0,0,0,0
unworthy,غير مستحق,,অযোগ্য,,不肖,不肖,,,indigne,,,,値しありません,,,indigno,,недостойный,indigno de,,,,0,1,0,0,1,0,0,0,0,0
unwritten,سماعي,,,,不成文,,,,non écrit,,,,不文,,,não escrito,,неписаный,no escrito,,,,0,0,0,0,0,0,0,0,0,0
unyielding,صلب,,,,不屈,不屈,,,inflexible,,,,不屈の,,,inflexível,,упорный,inflexible,,,,0,1,0,0,0,0,0,0,0,0
upheaval,ثورة,,,,动荡,動盪,,,bouleversement,,,,激変,,تحول,sublevação,,переворот,convulsión,,,,0,1,1,0,0,1,0,1,0,0
uphill,صعدا,,,,上坡,上坡,,,montée,bergauf,ऊपर की ओर,,上り坂,,دشوار,ladeira acima,,в гору,cuesta arriba,,,,1,1,0,1,0,1,0,0,0,0
upholstery,تنجيد,,,,内饰,內飾,,,tapisserie,,,,内装,,اثاثه یا لوازم داخلی,estofamento,,обивка,tapicería,,,,0,0,0,0,0,0,0,0,0,0
upland,المرتفعات,,,,高地,,,,hauteurs,,,,高地,,,planalto,,нагорье,meseta,,,,0,0,0,0,0,0,0,0,0,0
uplands,أنجاد,,,,高地,,,,hautes terres,,,,高地,,,planaltos,,возвышенности,tierras altas,,,,0,0,0,0,0,0,0,0,0,0
uplift,رفع,,উত্তোলন,,隆起,隆起,verheffen,,soulèvement,,,sollevamento,隆起,,,elevação,,подъем,sustentación,,,,1,0,0,1,0,0,1,0,0,1
upper,أعلى,,,,上,上,bovenste,,supérieur,obere,,superiore,アッパー,,بالا,superior,superior,верхний,superior,,,,0,0,0,0,0,0,0,0,0,0
upright,مستقيم,,,,直立,直立,rechtop,,droit,aufrecht,,verticale,直立,,درست,vertical,drept,вертикально,vertical,,,,1,0,0,0,0,0,0,0,0,1
uprising,ثورة,,,,起义,,,,soulèvement,,,,暴動,,قیام,insurreição,,восстание,levantamiento,,,,0,1,1,1,0,1,0,0,0,0
uproar,جلبة,,,,骚动,騷動,,,tumulte,,,tumulto,騒動,,داد و بیداد,tumulto,,шум,escándalo,,,,0,1,0,0,0,0,0,0,0,0
upset,مضطراب,,মর্মাহত,,烦恼,煩惱,van streek,,dérangé,verärgert,परेशान,sconvolto,動揺,,ناراحت,chateado,supărat,расстройство,molesto,,,,0,1,1,0,0,0,0,1,0,0
upshot,نتيجة,,,,结果,,,,résultat,,,,結論,,نتیجه,conclusão,,результат,resultado,,,,0,0,0,0,0,0,0,0,0,0
upstairs,الطابق العلوي,,,,楼上,,boven,,en haut,nach oben,ऊपर को,al piano di sopra,2階,,از پله ها,em cima,,наверх,arriba,,,,0,0,0,0,0,0,0,0,0,0
upstart,مغرور,,,,暴发户,,,,arriviste,,,,成り上がりの,,,arrivista,,выскочка,advenedizo,,,,0,0,0,0,0,0,0,0,0,0
upwards,صاعدا,,,,向上,向上,,,vers le haut,,,verso l'alto,上向きに,,,para cima,în sus,вверх,hacia arriba,,,,0,0,0,0,0,0,0,0,0,0
uranium,اليورانيوم,,,,铀,鈾,,,uranium,,,,ウラン,,اورانیوم,urânio,,уран,uranio,,,,0,0,0,0,0,0,0,0,0,0
urban,في المناطق الحضرية,,শহুরে,,城市的,城市的,,,urbain,städtisch,,,都市,,شهری,urbano,,городской,urbano,,,,0,0,0,0,0,0,0,0,0,0
urchin,قنفذ,,,,顽童,,,,galopin,,,,アーチン,,,diabrete,,еж,pilluelo,,,,0,1,0,0,0,0,0,0,0,0
urge,نحث,,তাড়ন,,督促,督促,aansporen,,exhorter,drängen,आग्रह करता हूं,sollecitare,衝動,,اصرار کردن,instar,îndemn,побуждать,instar,,,,0,0,0,0,0,0,0,0,0,0
urgency,إلحاح,,,,急,急,,,urgence,Dringlichkeit,तात्कालिकता,urgenza,緊急,,فوریت,urgência,,срочность,urgencia,,,,0,0,0,1,0,1,0,0,1,0
urgent,ملح,,জরুরী,,急,急,urgent,,urgent,dringend,,urgente,緊急,,فوری,urgente,urgent,срочный,urgente,,,,0,1,0,1,0,1,0,0,1,0
urinalysis,تحليل البول,,,,尿检,尿檢,,,analyse d'urine,,,,尿検査,,,urinálise,,анализ мочи,análisis de orina,,,,0,0,0,0,0,0,0,0,0,0
urn,جرة,,,,瓮,甕,,,urne,,,urna,骨つぼ,,گلدان,urna,,урна,urna,,,,0,0,0,0,0,0,0,1,0,0
usage,استعمال,,,,用法,,gebruik,käyttö,usage,Verwendung,प्रयोग,,使用法,,استفاده,uso,folosire,использование,uso,,,,0,0,0,0,0,0,0,0,0,0
usefully,مفيد,,,,有效,,,,utilement,,,,有用,,مفید,de forma útil,,с пользой,útilmente,,,,0,0,0,0,0,0,0,0,0,0
usefulness,فائدة,baliagarritasuna,কাজেরতা,,用处,,,,utilité,,,,有用性,,سودمندی,utilidade,utilitate,полезность,utilidad,,,,1,0,0,0,0,0,0,0,0,0
useless,عديم الفائدة,,,,无用,無用,,,inutile,nutzlos,बेकार,inutile,役に立ちません,,بی فایده,inútil,inutil,бесполезный,inútil,,,,0,1,0,0,0,0,0,0,0,0
usher,مرشد,,নকীব,,招待员,招待員,,,huissier,Platzanweiser,,,アッシャー,,طلیعه چیزی بودن,arrumador,introduce,судебный пристав,ujier,,,,1,0,0,0,0,0,0,0,0,1
usual,معتاد,,চলিত,,通常,通常,gebruikelijk,,habituel,üblich,सामान्य,solito,通常の,,معمول,usual,obișnuit,обычно,usual,வழக்கமான,,,1,0,0,0,0,0,0,0,0,1
usurp,إغتصب سلطة أو عرشة,,,,篡夺,,,,usurper,,,,奪います,,,usurpar,,узурпировать,usurpar,,,,0,1,1,0,0,0,0,0,0,0
usurped,المغتصبة,,,,篡夺,,,,usurpé,,,,強奪,,,usurpado,,узурпировал,usurpado,,,,0,1,1,0,0,1,0,0,0,0
usury,الربا,,,,高利贷,,,,usure,,,,高利貸し,,رباخواری,usura,,ростовщичество,usura,,,,0,1,0,0,0,0,0,0,0,0
utensil,إناء,,,,具,具,,,ustensile,,,,器具,,ظروف,utensílio,,посуда,utensilio,,,,0,0,0,0,0,0,0,0,0,0
utilitarian,المنفعي,,,,功利,,,,utilitariste,,,,実用的な,,,utilitário,,утилитарный,utilitario,,,,0,0,0,0,0,0,0,0,0,0
utility,فائدة,,উপযোগ,,效用,效用,utility,,utilitaire,,,,ユーティリティ,,سودمندی,utilidade,utilitate,утилита,utilidad,,,افادیت,1,0,0,0,0,0,0,0,0,0
utilization,استخدام,,,,采用,採用,,hyväksikäyttö,utilisation,Nutzung,,utilizzo,利用,,,utilização,,использование,utilización,,,,0,0,0,0,0,0,0,0,0,0
utilize,الاستفادة,,সদ্ব্যবহার করা,,利用,利用,,,utiliser,nutzen,,,利用します,,استفاده,utilizar,,использовать,utilizar,,,,0,0,0,0,0,0,0,0,0,0
utmost,أقصى,,পরম,,极,極,,,extrême,,,massimo,最大限,,بیشترین,máximo,extrem,все возможное,mayor,,,,0,0,0,0,0,0,0,0,0,0
utopian,المدينة الفاضلة,,,,乌托邦,,,,utopique,,,,ユートピアの,,,utópico,,утопический,utópico,,,,1,0,0,1,0,0,1,0,0,1
utterance,كلام,,,,发声,,,,énonciation,,,,発話,,,elocução,,высказывание,pronunciación,,,,0,0,0,0,0,0,0,0,0,0
utterly,تماما,erabat,একদম,,完全,完全,,,complètement,äußerst,,completamente,全く,,کاملا,completamente,complet,крайне,absolutamente,,,,0,0,0,0,0,0,0,0,0,0
vacancy,شغور,,,,空缺,,vacature,,vacance,,,,欠員,,جای خالی,vaga,,вакансия,vacante,,,,0,1,0,0,0,0,0,0,0,0
vacation,عطلة,,অবকাশ,,假期,假期,vakantie,loma,vacances,Urlaub,छुट्टी,vacanza,休暇,,مرخصی,férias,vacanță,отпуск,vacaciones,,,,1,0,0,1,0,0,1,0,0,0
vaccination,تلقيح,,টিকা,,疫苗接种,疫苗接種,vaccinatie,,vaccination,Impfung,टीका,,ワクチン接種,,واکسیناسیون,vacinação,,вакцинация,vacunación,தடுப்பூசி,,,0,0,0,0,0,0,0,0,0,0
vaccine,لقاح,,টীকা,,疫苗,疫苗,vaccin,,vaccin,Impfstoff,टीका,,ワクチン,,,vacina,,вакцина,vacuna,,,,1,0,0,0,0,0,0,0,0,0
vacuolar,فجوي,,,,空泡,,,,vacuolaire,,,,空胞の,,,vacuolar,,вакуолярный,vacuolar,,,,0,0,0,0,0,0,0,0,0,0
vacuole,تجويف في الخلية,,দেহাবয়বে বায়ু বা রসপূর্ণ গহ্বর,,液泡,,,,vacuole,Vakuole,,vacuole,液胞,,واکوئل,vacúolo,,вакуоль,vacuola,,,,0,0,0,0,0,0,0,0,0,0
vacuous,فارغ,,,,空的,,nietsdoend,,vide,leer,,,空虚な,,,vazio,,пустой,vacuo,,,,0,1,0,0,1,0,0,0,0,0
vacuum,فراغ,,শূন্যস্থান,,真空,真空,vacuüm,,vide,Vakuum,निर्वात,vuoto,真空,,خلاء,vácuo,,вакуум,vacío,,,,0,0,0,0,0,0,0,0,0,0
vague,غامض,,অস্পষ্ট,,模糊,模糊,vaag,,vague,vage,अस्पष्ट,vago,漠然としました,,مبهم,vago,vag,неопределенный,vago,,,مبہم,0,1,0,0,0,0,0,0,0,0
vagueness,غموض,,,,模糊,,,,imprécision,,,,曖昧さ,,,vagueza,neclaritate,неопределенность,vaguedad,,,,0,1,0,0,0,0,0,0,0,0
vainly,عبثا,,ব্যর্থ,,枉然的,,,,en vain,vergeblich,,vanamente,無駄に,,,em vão,,тщетно,vanamente,,,,0,1,0,0,1,0,0,1,0,0
valance,ستارة قصيرة,,,,帷幔,帷幔,,,lambrequin,,,,バランス,,,sanefa,,балдахин,doselera,,,,0,0,0,0,0,0,0,0,0,0
vale,وادي,,,,谷,谷,dal,,vallée,Tal,घाटी,,谷,,جهان خاکی,vale,,юдоль,valle,,వాలే,وادی,0,0,0,0,0,0,0,0,0,0
valet,خادم,,,,代客,代客,kamerdienaar,miespalvelija,valet,Kammerdiener,सेवक,valletto,バレット,,نوکر,criado de quarto,,камердинер,ayudante de cámara,,చేకూరుతుంది,,0,0,0,0,0,0,0,0,0,0
valiant,الشجاع,,,,英勇,英勇,dapper,,vaillant,,,valoroso,勇敢な,,شجاع,valente,,доблестный,valiente,,,,1,0,0,0,0,0,0,0,0,0
validity,صحة,,,,合法性,合法性,,,validité,Gültigkeit,,,妥当性,,,validade,,срок действия,validez,,చెల్లుబాటును,,0,0,0,0,0,1,0,0,0,0
valley,واد,bailara,উপত্যকা,,谷,谷,vallei,,vallée,Tal,घाटी,valle,谷,,دره,vale,vale,долина,valle,பள்ளத்தாக்கு,,,0,0,0,0,0,0,0,0,0,0
valor,بسالة,valor,,,勇气,勇氣,dapperheid,,bravoure,Tapferkeit,,,勇気,,شجاعت,bravura,,доблесть,valor,,,,1,0,0,0,0,0,0,0,0,1
